0 -1.0 3.0 -1.0 2.0 -1852
1 -1.0725 2.95375 -1.02375 2.0125 -1857
2 -1.135 2.91125 -1.045 2.02875 -1862
3 -1.18875 2.8725 -1.0625 2.0475 -1865
4 -1.2349999999999999 2.8375 -1.0775 2.06875 -1869
5 -1.27375 2.80625 -1.0887499999999999 2.09375 -1870
6 -1.3087499999999999 2.775 -1.0999999999999999 2.11625 -1871
7 -1.3399999999999999 2.745 -1.1099999999999999 2.13875 -1871
8 -1.36875 2.7150000000000003 -1.1199999999999999 2.16 -1872
9 -1.395 2.6862500000000002 -1.12875 2.1812500000000004 -1872
10 -1.41875 2.6575 -1.1375 2.2025000000000006 -1872
11 -1.44125 2.62875 -1.14625 2.223750000000001 -1872
12 -1.46125 2.6 -1.155 2.245000000000001 -1871
13 -1.48125 2.5700000000000003 -1.16375 2.265000000000001 -1871
14 -1.5 2.5412500000000002 -1.1725 2.2862500000000012 -1871
15 -1.51875 2.5125 -1.1812500000000001 2.308750000000001 -1870
16 -1.5375 2.4825000000000004 -1.1900000000000002 2.3300000000000014 -1870
17 -1.5550000000000002 2.4537500000000003 -1.1987500000000002 2.3525000000000014 -1869
18 -1.5725000000000002 2.4237500000000005 -1.2075000000000002 2.3737500000000016 -1868
19 -1.5900000000000003 2.3925000000000005 -1.2175000000000002 2.3962500000000015 -1868
20 -1.6075000000000004 2.3625000000000007 -1.2262500000000003 2.4200000000000017 -1867
21 -1.6250000000000004 2.3312500000000007 -1.2350000000000003 2.4450000000000016 -1866
22 -1.6425000000000005 2.3000000000000007 -1.2450000000000003 2.4687500000000018 -1866
23 -1.6600000000000006 2.2687500000000007 -1.2537500000000004 2.495000000000002 -1865
24 -1.6775000000000007 2.2362500000000005 -1.2625000000000004 2.521250000000002 -1864
25 -1.6950000000000007 2.2037500000000003 -1.2712500000000004 2.548750000000002 -1863
26 -1.7137500000000008 2.17125 -1.2812500000000004 2.577500000000002 -1862
27 -1.7325000000000008 2.1375 -1.2912500000000005 2.6050000000000018 -1861
28 -1.7512500000000009 2.1037500000000002 -1.3012500000000005 2.6350000000000016 -1860
29 -1.7712500000000009 2.06875 -1.3112500000000005 2.6662500000000016 -1859
30 -1.791250000000001 2.03375 -1.3212500000000005 2.6987500000000018 -1858
31 -1.8125000000000009 1.9975 -1.3312500000000005 2.731250000000002 -1857
32 -1.8337500000000009 1.9612500000000002 -1.3412500000000005 2.766250000000002 -1856
33 -1.8550000000000009 1.9250000000000003 -1.3512500000000005 2.802500000000002 -1854
34 -1.8787500000000008 1.8862500000000002 -1.3625000000000005 2.838750000000002 -1853
35 -1.9025000000000007 1.8475000000000001 -1.3737500000000005 2.8775000000000017 -1851
36 -1.9275000000000007 1.8075 -1.3862500000000004 2.915000000000002 -1849
37 -1.9537500000000008 1.76625 -1.3987500000000004 2.9537500000000017 -1847
38 -1.9812500000000008 1.7225000000000001 -1.4125000000000003 2.9925000000000015 -1845
39 -2.011250000000001 1.6775000000000002 -1.4275000000000002 3.0300000000000016 -1844
40 -2.0412500000000007 1.6325000000000003 -1.4425000000000001 3.0712500000000014 -1841
41 -2.073750000000001 1.5850000000000002 -1.4587500000000002 3.1112500000000014 -1840
42 -2.106250000000001 1.5362500000000001 -1.4750000000000003 3.1550000000000016 -1837
43 -2.141250000000001 1.485 -1.4925000000000004 3.1975000000000016 -1835
44 -2.1787500000000013 1.4325 -1.5112500000000004 3.2437500000000017 -1833
45 -2.217500000000001 1.3787500000000001 -1.5300000000000005 3.2912500000000016 -1830
46 -2.258750000000001 1.3225000000000002 -1.5500000000000005 3.3400000000000016 -1828
47 -2.301250000000001 1.2650000000000001 -1.5712500000000005 3.392500000000002 -1824
48 -2.347500000000001 1.20375 -1.5950000000000004 3.447500000000002 -1821
49 -2.396250000000001 1.1400000000000001 -1.6200000000000003 3.505000000000002 -1819
50 -2.446250000000001 1.0750000000000002 -1.6450000000000002 3.5687500000000023 -1814
51 -2.501250000000001 1.00625 -1.6725000000000003 3.6375000000000024 -1811
52 -2.558750000000001 0.935 -1.7012500000000004 3.7162500000000023 -1806
53 -2.620000000000001 0.8600000000000001 -1.7325000000000004 3.808750000000002 -1800
54 -2.687500000000001 0.77875 -1.7662500000000003 3.9262500000000022 -1791
55 -2.765000000000001 0.6900000000000001 -1.8062500000000004 4.155000000000002 -1771
56 -2.865000000000001 0.58125 -1.8562500000000004 4.251250000000002 -1766
57 -2.968750000000001 0.46875000000000006 -1.9075000000000004 4.327500000000002 -1762
58 -3.076250000000001 0.35250000000000004 -1.9625000000000004 4.392500000000003 -1761
